image_id,sherd_id,unit,part,type,image_side,image_id_original,unit_C,part_C,type_C
JD00967_interior,JD00967,L03,body,,interior,JD_01934,H690③,腹片,
JD00968_exterior,JD00968,L03,body,,exterior,JD_01935,H690③,腹片,
JD00968_interior,JD00968,L03,body,,interior,JD_01936,H690③,腹片,
JD00969_exterior,JD00969,L03,body,,exterior,JD_01937,H690③,腹片,
JD00969_interior,JD00969,L03,body,,interior,JD_01938,H690③,腹片,
JD00970_exterior,JD00970,L03,body,,exterior,JD_01939,H690③,腹片,
JD00970_interior,JD00970,L03,body,,interior,JD_01940,H690③,腹片,
JD00971_exterior,JD00971,L03,body,,exterior,JD_01941,H690③,腹片,
JD00971_interior,JD00971,L03,body,,interior,JD_01942,H690③,腹片,
JD00972_exterior,JD00972,L03,body,,exterior,JD_01943,H690③,腹片,
JD00972_interior,JD00972,L03,body,,interior,JD_01944,H690③,腹片,
JD00973_exterior,JD00973,L03,body,,exterior,JD_01945,H690③,腹片,
JD00973_interior,JD00973,L03,body,,interior,JD_01946,H690③,腹片,
JD00974_exterior,JD00974,L03,body,,exterior,JD_01947,H690③,腹片,
JD00974_interior,JD00974,L03,body,,interior,JD_01948,H690③,腹片,
JD00975_exterior,JD00975,L03,body,,exterior,JD_01949,H690③,腹片,
JD00975_interior,JD00975,L03,body,,interior,JD_01950,H690③,腹片,
JD00976_exterior,JD00976,L03,body,,exterior,JD_01951,H690③,腹片,
JD00976_interior,JD00976,L03,body,,interior,JD_01952,H690③,腹片,
JD00977_exterior,JD00977,L03,body,,exterior,JD_01953,H690③,腹片,
JD00977_interior,JD00977,L03,body,,interior,JD_01954,H690③,腹片,
JD00978_exterior,JD00978,L03,body,,exterior,JD_01955,H690③,腹片,
JD00978_interior,JD00978,L03,body,,interior,JD_01956,H690③,腹片,
JD00979_exterior,JD00979,L03,body,,exterior,JD_01957,H690③,腹片,
JD00979_interior,JD00979,L03,body,,interior,JD_01958,H690③,腹片,
JD00980_exterior,JD00980,L03,base,,exterior,JD_01959,H690③,器底,
JD00980_interior,JD00980,L03,base,,interior,JD_01960,H690③,器底,
JD00981_exterior,JD00981,L03,body,,exterior,JD_01961,H690③,腹片,
JD00981_interior,JD00981,L03,body,,interior,JD_01962,H690③,腹片,
JD00982_exterior,JD00982,L03,body,,exterior,JD_01963,H690③,腹片,
JD00982_interior,JD00982,L03,body,,interior,JD_01964,H690③,腹片,
JD00983_exterior,JD00983,L03,rim,,exterior,JD_01965,H690③,口沿,
JD00983_interior,JD00983,L03,rim,,interior,JD_01966,H690③,口沿,
JD00984_exterior,JD00984,L03,body,,exterior,JD_01967,H690③,腹片,
JD00984_interior,JD00984,L03,body,,interior,JD_01968,H690③,腹片,
JD00985_exterior,JD00985,L03,body,,exterior,JD_01969,H690③,腹片,
JD00985_interior,JD00985,L03,body,,interior,JD_01970,H690③,腹片,
JD00986_exterior,JD00986,L03,body,,exterior,JD_01971,H690③,腹片,
JD00986_interior,JD00986,L03,body,,interior,JD_01972,H690③,腹片,
JD00987_exterior,JD00987,L03,body,,exterior,JD_01973,H690③,腹片,
JD00987_interior,JD00987,L03,body,,interior,JD_01974,H690③,腹片,
JD00988_exterior,JD00988,L03,body,,exterior,JD_01975,H690③,腹片,
JD00988_interior,JD00988,L03,body,,interior,JD_01976,H690③,腹片,
JD00989_exterior,JD00989,L03,body,,exterior,JD_01977,H690③,腹片,
JD00989_interior,JD00989,L03,body,,interior,JD_01978,H690③,腹片,
JD00990_exterior,JD00990,L03,body,,exterior,JD_01979,H690③,腹片,
JD00990_interior,JD00990,L03,body,,interior,JD_01980,H690③,腹片,
JD00991_exterior,JD00991,L03,rim,,exterior,JD_01981,H690③,口沿,
JD00991_interior,JD00991,L03,rim,,interior,JD_01982,H690③,口沿,
JD00992_exterior,JD00992,L03,body,,exterior,JD_01983,H690③,腹片,
JD00992_interior,JD00992,L03,body,,interior,JD_01984,H690③,腹片,
JD00993_exterior,JD00993,L03,body,,exterior,JD_01985,H690③,腹片,
JD00993_interior,JD00993,L03,body,,interior,JD_01986,H690③,腹片,
JD00994_exterior,JD00994,L03,body,,exterior,JD_01987,H690③,腹片,
JD00994_interior,JD00994,L03,body,,interior,JD_01988,H690③,腹片,
JD00995_exterior,JD00995,L03,body,,exterior,JD_01989,H690③,腹片,
JD00995_interior,JD00995,L03,body,,interior,JD_01990,H690③,腹片,
JD00996_exterior,JD00996,L03,body,,exterior,JD_01991,H690③,腹片,
JD00996_interior,JD00996,L03,body,,interior,JD_01992,H690③,腹片,
JD00997_exterior,JD00997,L03,body,,exterior,JD_01993,H690③,腹片,
JD00997_interior,JD00997,L03,body,,interior,JD_01994,H690③,腹片,
JD00998_exterior,JD00998,L03,body,,exterior,JD_01995,H690③,腹片,
JD00998_interior,JD00998,L03,body,,interior,JD_01996,H690③,腹片,
JD00999_exterior,JD00999,L03,rim,,exterior,JD_01997,H690③,口沿,
JD00999_interior,JD00999,L03,rim,,interior,JD_01998,H690③,口沿,
JD01000_exterior,JD01000,L03,body,,exterior,JD_01999,H690③,腹片,
JD01000_interior,JD01000,L03,body,,interior,JD_02000,H690③,腹片,
JD01001_exterior,JD01001,L03,rim,,exterior,JD_02001,H690③,口沿,
JD01001_interior,JD01001,L03,rim,,interior,JD_02002,H690③,口沿,
JD01002_exterior,JD01002,L03,rim,,exterior,JD_02003,H690③,口沿,
JD01002_interior,JD01002,L03,rim,,interior,JD_02004,H690③,口沿,
JD01003_exterior,JD01003,L03,body,,exterior,JD_02005,H690③,腹片,
JD01003_interior,JD01003,L03,body,,interior,JD_02006,H690③,腹片,
JD01004_exterior,JD01004,L03,body,,exterior,JD_02007,H690③,腹片,
JD01004_interior,JD01004,L03,body,,interior,JD_02008,H690③,腹片,
JD01005_exterior,JD01005,L03,body,,exterior,JD_02009,H690③,腹片,
JD01005_interior,JD01005,L03,body,,interior,JD_02010,H690③,腹片,
JD01006_exterior,JD01006,L03,body,,exterior,JD_02011,H690③,腹片,
JD01006_interior,JD01006,L03,body,,interior,JD_02012,H690③,腹片,
JD01007_exterior,JD01007,L03,body,,exterior,JD_02013,H690③,腹片,
JD01007_interior,JD01007,L03,body,,interior,JD_02014,H690③,腹片,
JD01008_exterior,JD01008,L03,base,,exterior,JD_02015,H690③,器底,
JD01008_interior,JD01008,L03,base,,interior,JD_02016,H690③,器底,
JD01009_exterior,JD01009,L03,body,,exterior,JD_02017,H690③,腹片,
JD01009_interior,JD01009,L03,body,,interior,JD_02018,H690③,腹片,
JD01010_exterior,JD01010,L03,body,,exterior,JD_02019,H690③,腹片,
JD01010_interior,JD01010,L03,body,,interior,JD_02020,H690③,腹片,
JD01011_exterior,JD01011,L03,body,,exterior,JD_02021,H690③,腹片,
JD01011_interior,JD01011,L03,body,,interior,JD_02022,H690③,腹片,
JD01012_exterior,JD01012,L03,body,,exterior,JD_02023,H690③,腹片,
JD01012_interior,JD01012,L03,body,,interior,JD_02024,H690③,腹片,
JD01013_exterior,JD01013,L03,body,,exterior,JD_02025,H690③,腹片,
JD01013_interior,JD01013,L03,body,,interior,JD_02026,H690③,腹片,
JD01014_exterior,JD01014,L03,body,,exterior,JD_02027,H690③,腹片,
JD01014_interior,JD01014,L03,body,,interior,JD_02028,H690③,腹片,
JD01015_exterior,JD01015,L03,body,,exterior,JD_02029,H690③,腹片,
JD01015_interior,JD01015,L03,body,,interior,JD_02030,H690③,腹片,
JD01016_exterior,JD01016,L03,body,,exterior,JD_02031,H690③,腹片,
JD01016_interior,JD01016,L03,body,,interior,JD_02032,H690③,腹片,
JD01017_exterior,JD01017,L03,rim,,exterior,JD_02033,H690③,口沿,
JD01017_interior,JD01017,L03,rim,,interior,JD_02034,H690③,口沿,
JD01018_exterior,JD01018,L03,body,,exterior,JD_02035,H690③,腹片,
JD01018_interior,JD01018,L03,body,,interior,JD_02036,H690③,腹片,
JD01019_exterior,JD01019,L03,body,,exterior,JD_02037,H690③,腹片,
JD01019_interior,JD01019,L03,body,,interior,JD_02038,H690③,腹片,
JD01020_exterior,JD01020,L03,rim,,exterior,JD_02039,H690③,口沿,
JD01020_interior,JD01020,L03,rim,,interior,JD_02040,H690③,口沿,
JD01021_exterior,JD01021,L03,body,,exterior,JD_02041,H690③,腹片,
JD01021_interior,JD01021,L03,body,,interior,JD_02042,H690③,腹片,
JD01022_exterior,JD01022,L03,body,,exterior,JD_02043,H690③,腹片,
JD01022_interior,JD01022,L03,body,,interior,JD_02044,H690③,腹片,
JD01023_exterior,JD01023,L03,body,,exterior,JD_02045,H690③,腹片,
JD01023_interior,JD01023,L03,body,,interior,JD_02046,H690③,腹片,
JD01024_exterior,JD01024,L03,body,,exterior,JD_02047,H690③,腹片,
JD01024_interior,JD01024,L03,body,,interior,JD_02048,H690③,腹片,
JD01025_exterior,JD01025,L03,body,,exterior,JD_02049,H690③,腹片,
JD01025_interior,JD01025,L03,body,,interior,JD_02050,H690③,腹片,
JD01026_exterior,JD01026,L03,body,,exterior,JD_02051,H690③,腹片,
JD01026_interior,JD01026,L03,body,,interior,JD_02052,H690③,腹片,
JD01027_exterior,JD01027,L03,body,,exterior,JD_02053,H690③,腹片,
JD01027_interior,JD01027,L03,body,,interior,JD_02054,H690③,腹片,
JD01028_exterior,JD01028,L03,body,,exterior,JD_02055,H690③,腹片,
JD01028_interior,JD01028,L03,body,,interior,JD_02056,H690③,腹片,
JD01029_exterior,JD01029,L03,body,,exterior,JD_02057,H690③,腹片,
JD01029_interior,JD01029,L03,body,,interior,JD_02058,H690③,腹片,
JD01030_exterior,JD01030,L03,rim,,exterior,JD_02059,H690③,口沿,
JD01030_interior,JD01030,L03,rim,,interior,JD_02060,H690③,口沿,
JD01031_exterior,JD01031,L03,body,,exterior,JD_02061,H690③,腹片,
JD01031_interior,JD01031,L03,body,,interior,JD_02062,H690③,腹片,
JD01032_exterior,JD01032,L03,rim,,exterior,JD_02063,H690③,口沿,
JD01032_interior,JD01032,L03,rim,,interior,JD_02064,H690③,口沿,
JD01033_exterior,JD01033,L03,body,,exterior,JD_02065,H690③,腹片,
JD01033_interior,JD01033,L03,body,,interior,JD_02066,H690③,腹片,
JD01034_exterior,JD01034,L03,body,,exterior,JD_02067,H690③,腹片,
JD01034_interior,JD01034,L03,body,,interior,JD_02068,H690③,腹片,
JD01035_exterior,JD01035,L03,body,,exterior,JD_02069,H690③,腹片,
JD01035_interior,JD01035,L03,body,,interior,JD_02070,H690③,腹片,
JD01036_exterior,JD01036,L03,body,,exterior,JD_02071,H690③,腹片,
JD01036_interior,JD01036,L03,body,,interior,JD_02072,H690③,腹片,
JD01037_exterior,JD01037,L03,rim,,exterior,JD_02073,H690③,口沿,
JD01037_interior,JD01037,L03,rim,,interior,JD_02074,H690③,口沿,
JD01038_exterior,JD01038,L03,body,,exterior,JD_02075,H690③,腹片,
JD01038_interior,JD01038,L03,body,,interior,JD_02076,H690③,腹片,
JD01039_exterior,JD01039,L03,body,,exterior,JD_02077,H690③,腹片,
JD01039_interior,JD01039,L03,body,,interior,JD_02078,H690③,腹片,
JD01040_exterior,JD01040,L03,body,,exterior,JD_02079,H690③,腹片,
JD01040_interior,JD01040,L03,body,,interior,JD_02080,H690③,腹片,
JD01041_exterior,JD01041,L03,body,,exterior,JD_02081,H690③,腹片,
JD01041_interior,JD01041,L03,body,,interior,JD_02082,H690③,腹片,
JD01042_exterior,JD01042,L03,body,,exterior,JD_02083,H690③,腹片,
JD01042_interior,JD01042,L03,body,,interior,JD_02084,H690③,腹片,
JD01043_exterior,JD01043,L03,rim,,exterior,JD_02085,H690③,口沿,
JD01043_interior,JD01043,L03,rim,,interior,JD_02086,H690③,口沿,
JD01044_exterior,JD01044,L03,body,,exterior,JD_02087,H690③,腹片,
JD01044_interior,JD01044,L03,body,,interior,JD_02088,H690③,腹片,
JD01045_exterior,JD01045,L03,body,,exterior,JD_02089,H690③,腹片,
JD01045_interior,JD01045,L03,body,,interior,JD_02090,H690③,腹片,
JD01046_exterior,JD01046,L03,body,,exterior,JD_02091,H690③,腹片,
JD01046_interior,JD01046,L03,body,,interior,JD_02092,H690③,腹片,
JD01047_exterior,JD01047,L03,rim,,exterior,JD_02093,H690③,口沿,
JD01047_interior,JD01047,L03,rim,,interior,JD_02094,H690③,口沿,
JD01048_exterior,JD01048,L03,body,,exterior,JD_02095,H690③,腹片,
JD01048_interior,JD01048,L03,body,,interior,JD_02096,H690③,腹片,
JD01049_exterior,JD01049,L03,body,,exterior,JD_02097,H690③,腹片,
JD01049_interior,JD01049,L03,body,,interior,JD_02098,H690③,腹片,
JD01050_exterior,JD01050,L03,body,,exterior,JD_02099,H690③,腹片,
JD01050_interior,JD01050,L03,body,,interior,JD_02100,H690③,腹片,
JD01051_exterior,JD01051,L03,body,,exterior,JD_02101,H690③,腹片,
JD01051_interior,JD01051,L03,body,,interior,JD_02102,H690③,腹片,
JD01052_exterior,JD01052,L03,body,,exterior,JD_02103,H690③,腹片,
JD01052_interior,JD01052,L03,body,,interior,JD_02104,H690③,腹片,
JD01053_exterior,JD01053,L03,body,,exterior,JD_02105,H690③,腹片,
JD01053_interior,JD01053,L03,body,,interior,JD_02106,H690③,腹片,
JD01054_exterior,JD01054,L03,body,,exterior,JD_02107,H690③,腹片,
JD01054_interior,JD01054,L03,body,,interior,JD_02108,H690③,腹片,
JD01055_exterior,JD01055,L03,body,,exterior,JD_02109,H690③,腹片,
JD01055_interior,JD01055,L03,body,,interior,JD_02110,H690③,腹片,
JD01056_exterior,JD01056,L03,body,,exterior,JD_02111,H690③,腹片,
JD01056_interior,JD01056,L03,body,,interior,JD_02112,H690③,腹片,
JD01057_exterior,JD01057,L03,body,,exterior,JD_02113,H690③,腹片,
JD01057_interior,JD01057,L03,body,,interior,JD_02114,H690③,腹片,
JD01058_exterior,JD01058,L03,body,,exterior,JD_02115,H690③,腹片,
JD01058_interior,JD01058,L03,body,,interior,JD_02116,H690③,腹片,
JD01059_exterior,JD01059,L03,body,,exterior,JD_02117,H690③,腹片,
JD01059_interior,JD01059,L03,body,,interior,JD_02118,H690③,腹片,
JD01060_exterior,JD01060,L03,body,,exterior,JD_02119,H690③,腹片,
JD01060_interior,JD01060,L03,body,,interior,JD_02120,H690③,腹片,
JD01061_exterior,JD01061,L03,body,,exterior,JD_02121,H690③,腹片,
JD01061_interior,JD01061,L03,body,,interior,JD_02122,H690③,腹片,
JD01062_exterior,JD01062,L03,body,,exterior,JD_02123,H690③,腹片,
JD01062_interior,JD01062,L03,body,,interior,JD_02124,H690③,腹片,
JD01063_exterior,JD01063,L03,body,,exterior,JD_02125,H690③,腹片,
JD01063_interior,JD01063,L03,body,,interior,JD_02126,H690③,腹片,
JD01064_exterior,JD01064,L03,rim,,exterior,JD_02127,H690③,口沿,
JD01064_interior,JD01064,L03,rim,,interior,JD_02128,H690③,口沿,
JD01065_exterior,JD01065,L03,body,,exterior,JD_02129,H690③,腹片,
JD01065_interior,JD01065,L03,body,,interior,JD_02130,H690③,腹片,
JD01066_exterior,JD01066,L03,body,,exterior,JD_02131,H690③,腹片,
JD01066_interior,JD01066,L03,body,,interior,JD_02132,H690③,腹片,
JD01067_exterior,JD01067,L03,body,,exterior,JD_02133,H690③,腹片,
JD01067_interior,JD01067,L03,body,,interior,JD_02134,H690③,腹片,
JD01068_exterior,JD01068,L03,body,,exterior,JD_02135,H690③,腹片,
JD01068_interior,JD01068,L03,body,,interior,JD_02136,H690③,腹片,
JD01069_exterior,JD01069,L03,body,,exterior,JD_02137,H690③,腹片,
JD01069_interior,JD01069,L03,body,,interior,JD_02138,H690③,腹片,
JD01070_exterior,JD01070,L03,body,,exterior,JD_02139,H690③,腹片,
JD01070_interior,JD01070,L03,body,,interior,JD_02140,H690③,腹片,
JD01071_exterior,JD01071,L03,body,,exterior,JD_02141,H690③,腹片,
JD01071_interior,JD01071,L03,body,,interior,JD_02142,H690③,腹片,
JD01072_exterior,JD01072,L03,body,,exterior,JD_02143,H690③,腹片,
JD01072_interior,JD01072,L03,body,,interior,JD_02144,H690③,腹片,
JD01073_exterior,JD01073,L03,body,,exterior,JD_02145,H690③,腹片,
JD01073_interior,JD01073,L03,body,,interior,JD_02146,H690③,腹片,
JD01074_exterior,JD01074,L03,rim,,exterior,JD_02147,H690③,口沿,
JD01074_interior,JD01074,L03,rim,,interior,JD_02148,H690③,口沿,
JD01075_exterior,JD01075,L03,body,,exterior,JD_02149,H690③,腹片,
JD01075_interior,JD01075,L03,body,,interior,JD_02150,H690③,腹片,
JD01076_exterior,JD01076,L03,rim,,exterior,JD_02151,H690③,口沿,
JD01076_interior,JD01076,L03,rim,,interior,JD_02152,H690③,口沿,
JD01077_exterior,JD01077,L03,body,,exterior,JD_02153,H690③,腹片,
JD01077_interior,JD01077,L03,body,,interior,JD_02154,H690③,腹片,
JD01078_exterior,JD01078,L03,body,,exterior,JD_02155,H690③,腹片,
JD01078_interior,JD01078,L03,body,,interior,JD_02156,H690③,腹片,
JD01079_exterior,JD01079,L03,body,,exterior,JD_02157,H690③,腹片,
JD01079_interior,JD01079,L03,body,,interior,JD_02158,H690③,腹片,
JD01080_exterior,JD01080,L03,body,,exterior,JD_02159,H690③,腹片,
JD01080_interior,JD01080,L03,body,,interior,JD_02160,H690③,腹片,
JD01081_exterior,JD01081,L03,body,,exterior,JD_02161,H690③,腹片,
JD01081_interior,JD01081,L03,body,,interior,JD_02162,H690③,腹片,
JD01082_exterior,JD01082,L03,body,,exterior,JD_02163,H690③,腹片,
JD01082_interior,JD01082,L03,body,,interior,JD_02164,H690③,腹片,
JD01083_exterior,JD01083,L03,body,,exterior,JD_02165,H690③,腹片,
JD01083_interior,JD01083,L03,body,,interior,JD_02166,H690③,腹片,
JD01084_exterior,JD01084,L03,body,,exterior,JD_02167,H690③,腹片,
JD01084_interior,JD01084,L03,body,,interior,JD_02168,H690③,腹片,
JD01085_exterior,JD01085,L03,body,,exterior,JD_02169,H690③,腹片,
JD01085_interior,JD01085,L03,body,,interior,JD_02170,H690③,腹片,
JD01086_exterior,JD01086,L03,body,,exterior,JD_02171,H690③,腹片,
JD01086_interior,JD01086,L03,body,,interior,JD_02172,H690③,腹片,
JD01087_exterior,JD01087,L03,body,,exterior,JD_02173,H690③,腹片,
JD01087_interior,JD01087,L03,body,,interior,JD_02174,H690③,腹片,
JD01088_exterior,JD01088,L03,base,,exterior,JD_02175,H690③,器底,
JD01088_interior,JD01088,L03,base,,interior,JD_02176,H690③,器底,
JD01089_exterior,JD01089,L03,body,,exterior,JD_02177,H690③,腹片,
JD01089_interior,JD01089,L03,body,,interior,JD_02178,H690③,腹片,
JD01090_exterior,JD01090,L03,body,,exterior,JD_02179,H690③,腹片,
JD01090_interior,JD01090,L03,body,,interior,JD_02180,H690③,腹片,
JD01091_exterior,JD01091,L03,body,,exterior,JD_02181,H690③,腹片,
JD01091_interior,JD01091,L03,body,,interior,JD_02182,H690③,腹片,
JD01092_exterior,JD01092,L03,body,,exterior,JD_02183,H690③,腹片,
JD01092_interior,JD01092,L03,body,,interior,JD_02184,H690③,腹片,
JD01093_exterior,JD01093,L03,body,,exterior,JD_02185,H690③,腹片,
JD01093_interior,JD01093,L03,body,,interior,JD_02186,H690③,腹片,
JD01094_exterior,JD01094,L03,body,,exterior,JD_02187,H690③,腹片,
JD01094_interior,JD01094,L03,body,,interior,JD_02188,H690③,腹片,
JD01095_exterior,JD01095,L03,body,,exterior,JD_02189,H690③,腹片,
JD01095_interior,JD01095,L03,body,,interior,JD_02190,H690③,腹片,
JD01096_exterior,JD01096,L03,body,,exterior,JD_02191,H690③,腹片,
JD01096_interior,JD01096,L03,body,,interior,JD_02192,H690③,腹片,
JD01097_exterior,JD01097,L03,body,,exterior,JD_02193,H690③,腹片,
JD01097_interior,JD01097,L03,body,,interior,JD_02194,H690③,腹片,
JD01098_exterior,JD01098,L03,body,,exterior,JD_02195,H690③,腹片,
JD01098_interior,JD01098,L03,body,,interior,JD_02196,H690③,腹片,
JD01099_exterior,JD01099,L03,body,,exterior,JD_02197,H690③,腹片,
JD01099_interior,JD01099,L03,body,,interior,JD_02198,H690③,腹片,
JD01100_exterior,JD01100,L03,body,,exterior,JD_02199,H690③,腹片,
JD01100_interior,JD01100,L03,body,,interior,JD_02200,H690③,腹片,
JD01101_exterior,JD01101,L03,body,,exterior,JD_02201,H690③,腹片,
JD01101_interior,JD01101,L03,body,,interior,JD_02202,H690③,腹片,
JD01102_exterior,JD01102,L03,body,,exterior,JD_02203,H690③,腹片,
JD01102_interior,JD01102,L03,body,,interior,JD_02204,H690③,腹片,
JD01103_exterior,JD01103,L03,body,,exterior,JD_02205,H690③,腹片,
JD01103_interior,JD01103,L03,body,,interior,JD_02206,H690③,腹片,
JD01104_exterior,JD01104,L03,body,,exterior,JD_02207,H690③,腹片,
JD01104_interior,JD01104,L03,body,,interior,JD_02208,H690③,腹片,
JD01105_exterior,JD01105,L03,body,,exterior,JD_02209,H690③,腹片,
JD01105_interior,JD01105,L03,body,,interior,JD_02210,H690③,腹片,
JD01106_exterior,JD01106,L03,body,,exterior,JD_02211,H690③,腹片,
JD01106_interior,JD01106,L03,body,,interior,JD_02212,H690③,腹片,
JD01107_exterior,JD01107,L03,body,,exterior,JD_02213,H690③,腹片,
JD01107_interior,JD01107,L03,body,,interior,JD_02214,H690③,腹片,
JD01108_exterior,JD01108,L03,body,,exterior,JD_02215,H690③,腹片,
JD01108_interior,JD01108,L03,body,,interior,JD_02216,H690③,腹片,
JD01109_exterior,JD01109,L03,body,,exterior,JD_02217,H690③,腹片,
JD01109_interior,JD01109,L03,body,,interior,JD_02218,H690③,腹片,
JD01110_exterior,JD01110,L03,body,,exterior,JD_02219,H690③,腹片,
JD01110_interior,JD01110,L03,body,,interior,JD_02220,H690③,腹片,
JD01111_exterior,JD01111,L03,body,,exterior,JD_02221,H690③,腹片,
JD01111_interior,JD01111,L03,body,,interior,JD_02222,H690③,腹片,
JD01112_exterior,JD01112,L03,round foot,,exterior,JD_02223,H690③,圈足,
JD01112_interior,JD01112,L03,round foot,,interior,JD_02224,H690③,圈足,
JD01113_exterior,JD01113,L03,rim,,exterior,JD_02225,H690③,口沿,
JD01113_interior,JD01113,L03,rim,,interior,JD_02226,H690③,口沿,
JD01114_exterior,JD01114,L03,body,,exterior,JD_02227,H690③,腹片,
JD01114_interior,JD01114,L03,body,,interior,JD_02228,H690③,腹片,
JD01115_exterior,JD01115,L03,body,,exterior,JD_02229,H690③,腹片,
JD01115_interior,JD01115,L03,body,,interior,JD_02230,H690③,腹片,
JD01116_exterior,JD01116,L03,body,,exterior,JD_02231,H690③,腹片,
JD01116_interior,JD01116,L03,body,,interior,JD_02232,H690③,腹片,
JD01117_exterior,JD01117,L03,body,,exterior,JD_02233,H690③,腹片,
JD01117_interior,JD01117,L03,body,,interior,JD_02234,H690③,腹片,
JD01118_exterior,JD01118,L03,body,,exterior,JD_02235,H690③,腹片,
JD01118_interior,JD01118,L03,body,,interior,JD_02236,H690③,腹片,
JD01119_exterior,JD01119,L03,body,,exterior,JD_02237,H690③,腹片,
JD01119_interior,JD01119,L03,body,,interior,JD_02238,H690③,腹片,
JD01120_exterior,JD01120,L03,body,,exterior,JD_02239,H690③,腹片,
JD01120_interior,JD01120,L03,body,,interior,JD_02240,H690③,腹片,
JD01121_exterior,JD01121,L03,rim,,exterior,JD_02241,H690③,口沿,
JD01121_interior,JD01121,L03,rim,,interior,JD_02242,H690③,口沿,
JD01122_exterior,JD01122,L03,body,,exterior,JD_02243,H690③,腹片,
JD01122_interior,JD01122,L03,body,,interior,JD_02244,H690③,腹片,
JD01123_exterior,JD01123,L03,body,,exterior,JD_02245,H690③,腹片,
JD01123_interior,JD01123,L03,body,,interior,JD_02246,H690③,腹片,
JD01124_exterior,JD01124,L03,body,,exterior,JD_02247,H690③,腹片,
JD01124_interior,JD01124,L03,body,,interior,JD_02248,H690③,腹片,
JD01125_exterior,JD01125,L03,body,li,exterior,JD_02249,H690③,腹片,鬲
JD01125_interior,JD01125,L03,body,li,interior,JD_02250,H690③,腹片,鬲
JD01126_exterior,JD01126,L03,body,li,exterior,JD_02251,H690③,腹片,鬲
JD01126_interior,JD01126,L03,body,li,interior,JD_02252,H690③,腹片,鬲
JD01127_exterior,JD01127,L03,body,,exterior,JD_02253,H690③,腹片,
JD01127_interior,JD01127,L03,body,,interior,JD_02254,H690③,腹片,
JD01128_exterior,JD01128,L03,body,,exterior,JD_02255,H690③,腹片,
JD01128_interior,JD01128,L03,body,,interior,JD_02256,H690③,腹片,
JD01129_exterior,JD01129,L03,body,,exterior,JD_02257,H690③,腹片,
JD01129_interior,JD01129,L03,body,,interior,JD_02258,H690③,腹片,
JD01130_exterior,JD01130,L03,body,,exterior,JD_02259,H690③,腹片,
JD01130_interior,JD01130,L03,body,,interior,JD_02260,H690③,腹片,
JD01131_exterior,JD01131,L03,rim,li,exterior,JD_02261,H690③,口沿,鬲
JD01131_interior,JD01131,L03,rim,li,interior,JD_02262,H690③,口沿,鬲
JD01132_exterior,JD01132,L03,body,,exterior,JD_02263,H690③,腹片,
JD01132_interior,JD01132,L03,body,,interior,JD_02264,H690③,腹片,
JD01133_exterior,JD01133,L03,body,,exterior,JD_02265,H690③,腹片,
JD01133_interior,JD01133,L03,body,,interior,JD_02266,H690③,腹片,
JD01134_exterior,JD01134,L03,body,,exterior,JD_02267,H690③,腹片,
JD01134_interior,JD01134,L03,body,,interior,JD_02268,H690③,腹片,
JD01135_exterior,JD01135,L03,body,,exterior,JD_02269,H690③,腹片,
JD01135_interior,JD01135,L03,body,,interior,JD_02270,H690③,腹片,
JD01136_exterior,JD01136,L03,body,,exterior,JD_02271,H690③,腹片,
JD01136_interior,JD01136,L03,body,,interior,JD_02272,H690③,腹片,
JD01137_exterior,JD01137,L03,body,,exterior,JD_02273,H690③,腹片,
JD01137_interior,JD01137,L03,body,,interior,JD_02274,H690③,腹片,
JD01138_exterior,JD01138,L03,body,,exterior,JD_02275,H690③,腹片,
JD01138_interior,JD01138,L03,body,,interior,JD_02276,H690③,腹片,
JD01139_exterior,JD01139,L03,body,,exterior,JD_02277,H690③,腹片,
JD01139_interior,JD01139,L03,body,,interior,JD_02278,H690③,腹片,
JD01140_exterior,JD01140,L03,body,,exterior,JD_02279,H690③,腹片,
JD01140_interior,JD01140,L03,body,,interior,JD_02280,H690③,腹片,
JD01141_exterior,JD01141,L03,body,,exterior,JD_02281,H690③,腹片,
JD01141_interior,JD01141,L03,body,,interior,JD_02282,H690③,腹片,
JD01142_exterior,JD01142,L03,body,,exterior,JD_02283,H690③,腹片,
JD01142_interior,JD01142,L03,body,,interior,JD_02284,H690③,腹片,
JD01143_exterior,JD01143,L03,body,,exterior,JD_02285,H690③,腹片,
JD01143_interior,JD01143,L03,body,,interior,JD_02286,H690③,腹片,
JD01144_exterior,JD01144,L03,body,,exterior,JD_02287,H690③,腹片,
JD01144_interior,JD01144,L03,body,,interior,JD_02288,H690③,腹片,
JD01145_exterior,JD01145,L03,body,,exterior,JD_02289,H690③,腹片,
JD01145_interior,JD01145,L03,body,,interior,JD_02290,H690③,腹片,
JD01146_exterior,JD01146,L03,body,,exterior,JD_02291,H690③,腹片,
JD01146_interior,JD01146,L03,body,,interior,JD_02292,H690③,腹片,
JD01147_exterior,JD01147,L03,body,,exterior,JD_02293,H690③,腹片,
JD01147_interior,JD01147,L03,body,,interior,JD_02294,H690③,腹片,
JD01148_exterior,JD01148,L03,body,,exterior,JD_02295,H690③,腹片,
JD01148_interior,JD01148,L03,body,,interior,JD_02296,H690③,腹片,
JD01149_exterior,JD01149,L03,body,,exterior,JD_02297,H690③,腹片,
JD01149_interior,JD01149,L03,body,,interior,JD_02298,H690③,腹片,
